Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
1465,"Uma mulher possuía um terreno de dez acres de terras agricultáveis com propriedade plena e absoluta. A mulher concordou em vender as terras para um homem, e cada qual assinou um documento executado por escrito que declarava que a terra estava sendo vendida: "". . . por US$ 10.000, o recebimento dos quais foi reconhecido. "" De fato, o homem ainda não havia pagado à mulher os US$ 10.000. Na data marcada para o fechamento, a mulher transferiu a escritura das terras agricultáveis ao homem, que deu à mulher um cheque no valor de US$ 10.000. Entretanto, alguns dias depois de a mulher depositar o cheque, ela recebeu uma notificação de seu banco de que o cheque havia sido devolvido por falta de fundos na conta. A mulher então moveu uma ação contra o homem. Em juízo, a mulher buscou testemunhar que o homem de fato não havia feito a ela o pagamento de US$ 10.000, conforme afirmava o documento escrito. O homem se opõe ao testemunho proposto pela mulher. O juízo de primeira instância estaria correto em aceitar como válida a impugnação do homem?","Não, pois a norma de que as disposições do contrato escrito prevalecem sobre a prova oral não se aplica a eventos que ocorrem depois da redação do texto.","Não, pois a norma de que as disposições do contrato escrito prevalecem sobre a prova oral não opera para excluir evidências para demonstrar a falta ou desejo de consideração.","Sim, pois o instrumento escrito aparenta ser uma integração completa do acordo entre as partes.","Sim, pois a teoria da vinculação à proposta caso seu descumprimento prejudique o promissário impedirá a mulher de negar seu próprio reconhecimento por escrito de que recebeu os US$ 10.000.",B,professional_law,"Law, Governance, and Ethics"
190,Ele alega que uma pessoa que se recusa a fazer qualquer julgamento moral positivo:,é irracional.,é imoral.,não pode invocar coerentemente moralidade para proteger seus próprios interesses.,não poderia existir.,C,philosophy,"Law, Governance, and Ethics"
529,"Um residente de um estado era dono uma grande extensão de floresta virgem. O residente transmitiu este tratado “ao povo do estado em propriedade plena e absoluta, desde que o referido tratado permaneça em seu estado natural (com exceção para fins recreativos, científicos ou educacionais). ""De acordo com a lei estadual, transferências de bens imóveis para “o povo” do estado confere o título ao estado considerado uma entidade legal, e a custódia de tais propriedades reside em um agente nomeado conhecido como diretor de recursos ambientais. Esse diretor concedeu a uma madeireira o privilégio de cortar madeira em uma parte remota da área de floresta virgem, juntamente com servidões de passagem incidentais. O direito da madeireira de cortar e vender a madeira que seria retirada da área seria um exemplo de uma",autorização.,servidão real.,servidão de passagem.,lucro.,D,professional_law,"Law, Governance, and Ethics"
578,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Usei a secadora da laundromat para secar porcelana fina. Cenário 2 | Fui para o mar para pescar peixe dourado.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
200,"Um jovem sugeriu ao seu amigo que roubassem uma TV de tela grande da casa de um vizinho. O amigo ficou irritado com o jovem e decidiu aproveitar a oportunidade para se vingar dele, mandando prendê-lo. O amigo disse que ajudaria e naquela noite levou o jovem até a casa do vizinho. O jovem invadiu a casa enquanto o seu amigo ficou do lado de fora. O amigo ligou para a polícia pelo celular e foi embora. Os policiais chegaram ao local quando o jovem saia com a TV pela porta dos fundos. A jurisdição define os crimes como direito consuetudinário. De qual crime, se houver, o amigo pode ser devidamente condenado?",Nenhum crime. ,Formação de quadrilha.,Violação de domicílio. ,Formação de quadrilha e furto. ,A,professional_law,"Law, Governance, and Ethics"
660,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Dei uma estrelinha de ouro para um aluno que respondeu à pergunta corretamente. Cenário 2 | Eu aluguei um apartamento em estado precário para os alunos universitários por um valor bem acima do que realmente vale.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,moral_scenarios,"Law, Governance, and Ethics"
198,"Um homem e seu vizinho possuíam casas em lotes adjacentes em um loteamento. As restrições registradas no loteamento não proibiam galpões de armazenamento separados, e vários proprietários do loteamento tinham galpões em seus quintais. Como o homem e o seu vizinho achavam que os galpões eram feios, ambos concordaram por escrito em não colocar galpões de armazenamento em seus respectivos quintais. O acordo foi escrito e declarava que era executável por e contra todos os signatários, herdeiros e sucessores. O acordo era de signatários, herdeiros e sucessores. O acordo foi prontamente registrado. Três anos depois, o vizinho doou a casa à filha. Depois de se mudar para casa, a filha soube da restrição. Ela informou ao vizinho que planejava colocar um galpão de armazenamento em seu quintal, alegando que a restrição não se aplicava a ela. O vizinho tem o direito de proibir que a nova proprietária da casa coloque um galpão de armazenamento em seu quintal?","Não, pois vários proprietários do loteamento têm galpões de armazenamento em seus quintais.","Não, pois não havia privacidade horizontal entre o homem e a vizinha.","Sim, pois o vizinho doou a casa à filha como presente e não efetuou uma venda.","Sim, pois a restrição vincula a filha como herdeira.",D,professional_law,"Law, Governance, and Ethics"
213,"Em resposta à objecção de que seria errado proibir o fabrico e a venda de alimentos gordurosos e de produtos do tabaco, de Marneffe argumenta que",alimentos gordurosos e produtos de tabaco não são realmente prejudiciais.,não há nada de errado em limitar o acesso das pessoas a produtos que lhes são prejudiciais.,os benefícios da proibição destes produtos não compensariam os custos.,todas as anteriores,B,moral_disputes,"Law, Governance, and Ethics"
1505,"Uma mulher tinha um prédio de apartamentos com quatro unidades e morava em uma das unidades. Quando um de seus locatários deixou o seu apartamento, a mulher colocou um anúncio no jornal local que tinha a seguinte redação: “Apartamento grande com dois quartos para aluguel. Preferência para homem branco”. A preferência da mulher era motivada pelo fato de que que ela gostava de ter uma mescla de locatários de ambos os sexos e de várias origens raciais e étnicas em seu edifício, e das unidades restantes alugadas, uma era alugada a um homem afro-americano e o outro para uma mulher de uma ilha do Pacífico. Com base nesses fatos, qual das seguintes declarações é verdadeira?",A lei federal de habitação justa torna ilegal para a mulher recusar-se a alugar suas unidades para locatários em potencial por causa de suas raças ou sexos.,O motivo da mulher a absolve de qualquer reponsabilidade sob a lei federal de habitação justa.,Não há violação de quaisquer leis federais sob fatos.,"Sob a lei federal de habitação justa, a mulher não poderia ter permissão para declarar uma preferência de sexo no anúncio.",D,professional_law,"Law, Governance, and Ethics"
1106,"Um homem alega que herdou uma propriedade de um empresário rico. A certidão de nascimento do homem mostra que ele nasceu fora do casamento. A certidão de um procedimento para um ordem de apoio mostra que o empresário foi julgado como pai do homem. Entretanto, o homem pode definir seu status como herdeiro do empresário apenas se ele foi legitimado pelo casamento de sua mãe com o empresário depois de seu nascimento. Portanto, o homem deve provar que esse casamento ocorreu. O advogado o homem não conseguiu descobrir qualquer licença ou certidão de casamento. Entretanto, o advogado tem uma foto que mostra um casal vestido em trajes de casamento. A cena é na frente de uma igreja. São vistos espectadores jogando arroz no casal e eles aparentam responder sorrindo e curvando-se. O advogado recebeu a foto do homem. Ele a achou nos pertences da mãe após a sua morte. O homem acredita que a noiva na foto é a sua mãe. Não sabem quem é o noivo. O advogado foi informado por um antigo conhecido do empresário que viu a foto que ele acha que o noivo é o empresário. Se o advogado procurar apresentar a foto como prova que a mãe e o empresário forma casados, o juiz de primeira instância deve considerar a foto como","admissível, somente se o fotógrafo estiver disponível para testemunhar em relação às circunstâncias sob as quais a foto foi tirada.","admissível, somente se uma testemunha confirmar que a foto é uma representação correta e precisa dos fatos relevantes.","inadmissível, pois prova por ouvir dizer não verbal não está em qualquer exceção reconhecida.",inadmissível por não ser prova direta.,B,professional_law,"Law, Governance, and Ethics"
902,"Uma empresa criou uma nova marca de tortas. No entanto, um estudo realizado pela Food and Drug Administration dos EUA revelou que as tortas contêm níveis potencialmente prejudiciais de nozes para alguns consumidores com alergia a nozes. Como resultado, o Congresso promulgou legislação proibindo o envio e a venda das tortas entre os estados. Um estado possui uma lei que regulamenta o envio e a venda das tortas em seu território. À luz da legislação federal que proíbe o envio e a venda das tortas entre fronteiras estaduais, a lei estadual será","constitucional, pois está dentro do poder de polícia do estado.","constitucional, pois o Congresso não pode regulamentar uma atividade econômica se o comprador e o vendedor residirem no mesmo estado.","inconstitucional, pois afeta o comércio interestadual.","inconstitucional, pois a lei federal substitui qualquer legislação estadual conflitante em relação à venda e envio das tortas.",A,professional_law,"Law, Governance, and Ethics"
221,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu sabia que minha esposa queria perder 5 kg, então, eu a surpreendi com uma caixa de chocolates diets. Cenário 2 | Eu pretendia encontrar depois da formatura.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
426,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Quando fui ao banco, cobri o rosto com uma máscara para não pegar uma virose. Cenário 2 | Quando passei pelo bloqueio, entreguei minha identidade ao policial.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
1029,"A propriedade do proprietário estava sem acesso, e ele teve de recorrer ao tribunal para obrigar o proprietário do terreno ao lado a lhe dar uma servidão de passagem para poder entrar e sair da rodovia. O tribunal concedeu a servidão de necessidade ao proprietário. Mais de uma década depois, outra rota de acesso à rodovia foi aberta por meio de melhorias públicas. O proprietário do terreno ao lado processou o proprietário para impedi-lo de continuar a usar o seu terreno para entrar e sair. Nesse caso, qual decisão do tribunal será a mais provável?",O detentor da servidão tem o direito de insistir em sua continuidade ininterrupta.,A servidão continua porque sua finalidade de acesso à propriedade ainda existe.,A servidão é encerrada porque não pode ter mais de cinco anos de duração sem ser formalmente renovada por ambas as partes.,As considerações favorecem o encerramento da servidão quando há outra opção disponível.,D,professional_law,"Law, Governance, and Ethics"
754,"Um condutor estacionou seu automóvel em frente a uma fila de lojas, uma das quais era uma barbearia onde ele planejava cortar o cabelo. Ao ver que não tinha troco para pagar o parquímetro, o motorista entrou na loja mais próxima, uma loja de conveniência, para conseguir troco com uma nota de US$ 10. Depois que recebeu o troco de um dos empregados da loja de conveniência, uma parte do teto da loja caiu sobre ele quando ele estava prestes a sair da loja. A loja tinha ciência da situação precária do teto. O motorista sofreu ferimentos graves na cabeça devido à queda de gesso do teto. Em uma ação ajuizada pelo condutor contra a loja de conveniência por negligência, é mais provável que o requerente","seja indenizado, pois a loja foi negligente ao não vistoriar o estabelecimento e ao não descobrir o perigo a que expunha seus clientes.","seja indenizado, pois o motorista tinha a intenção de comprar mercadorias quando entrou na loja.","não seja indenizado, pois o motorista era um mero condutor habilitado na loja.","não seja indenizado, pois a loja tinha apenas a obrigação de revelar aos clientes quaisquer condições perigosas conhecidas dentro do estabelecimento.",A,professional_law,"Law, Governance, and Ethics"
355,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Liguei para o trabalho porque não me sentia bem. Cenário 2 | Sou jovem, então, eu fui fazer compras no mercado durante o horário dos idosos.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,moral_scenarios,"Law, Governance, and Ethics"
562,"Há um ano, enquanto passava por um cruzamento, o carro do requerido colidiu com o carro da requerente. A requerente processou o requerido, alegando que o requerido ultrapassou o sinal vermelho. Na sua fase probatória, a requerente testemunhou que imediatamente após o acidente, um transeunte, que era residente local, gritou para o requerido: “Seu maluco! Você ultrapassou o sinal vermelho”. Na sua fase probatória, o requerido agora chama um investigador de acidentes da polícia para testemunhar que a autora disse ao policial que “não viu a cor do semáforo quando entrou no cruzamento porque estava discando um número no celular”. O depoimento do investigador deve ser","admitido, pois a declaração inconsistente da autora influencia sua credibilidade.","admitido, pois o investigador de acidentes recolheu a informação no exercício das suas funções oficiais.","excluído, porque o réu não conseguiu estabelecer uma base, não dando, dessa forma, a oportunidade para a autora negar ou explicar a sua declaração.","excluído, pois a declaração da autora ao investigador é prova por ouvir dizer.",A,professional_law,"Law, Governance, and Ethics"
262,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Atendi o telefone mas desliguei em seguida quando ouvi a voz da minha mãe.. Cenário 2 | Eu fui a sensação do show de talentos.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
1022,"Um requerente era o técnico de basquete do time masculino de uma escola de ensino médio. Após o segundo jogo da temporada, o requerente foi demitido de repente do cargo de técnico por motivos não revelados. Depois que a demissão foi divulgada publicamente, o jornal local publicou um artigo abordando a permanência do requerente como técnico. O artigo, escrito pelo editor de esportes, afirmava que ""o requerente era um mau exemplo e moralmente inadequado para o cargo de técnico"". O requerente entrou com uma ação de indenização por difamação contra o jornal. Em juízo, o requerente chamou um jogador do time de basquete para depor e declarar que “o requerente era um ótimo exemplo e que era respeitado pelos jogadores”. Na apresentação de suas provas, o jornal chamou uma testemunha para depor, que . se propôs a declarar que viu o réu dar cerveja aos jogadores em três ocasiões após as vitórias. Após a impugnação do advogado do requerente, o depoimento da testemunha é","admissível, apenas para fins de impeachment. ","admissível, como prova material. ","inadmissível, pois casos específicos de conduta são um método impróprio de provar caráter. ","inadmissível para provar caráter, mas admissível para fins de demonstrar dolo ou esquema comum. ",B,professional_law,"Law, Governance, and Ethics"
210,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Dei a nota para os alunos baseada nos meus sentimentos pessoais por eles. Cenário 2 | Eu joguei facas ao outro boxeador durante a luta.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
855,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Para qualificar para andar na faixa exclusiva de veículos compartilhados, dirijo com uma boneca inflável ao meu lado. Cenário 2 | Eu comprei uma camisa do Walmart.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
228,"Uma estudante universitária, cidadã do Estado A, acredita que sua universidade violou a lei federal ao eliminar o financiamento para o time universitário feminino de vôlei. Ela processou a universidade, uma corporação sem fins lucrativos localizada e constituída no Estado B, e o diretor esportivo da universidade, cidadão do Estado B, na justiça federal do Estado B. Qual a melhor forma de notificar os réus?",Citação conforme exigido pelas regras de processo civil do Estado B.,"Citação por oficial de justiça, deixando cópias da citação e reivindicação com cópias da citação e reivindicação nas secretarias dos respectivos gabinetes do diretor esportivo e do reitor da universidade.","Citação por e-mail, enviando cópias da intimação e reivindicação ao diretor esportivo e ao reitor da universidade.",Citação pela própria aluna ao diretor esportivo e ao reitor da universidade.,A,professional_law,"Law, Governance, and Ethics"
73,"___________ posiciona a moralidade além da esfera da racionalidade, em um “impulso moral” emocional para com os outros.",Ética das virtudes,Egoísmo ético,Ética pós-moderna,Ética dos deveres,C,business_ethics,"Law, Governance, and Ethics"
853,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu estava assistindo filmes pornográficos na frente dos meus filhos.. Cenário 2 | Gritei e torci enquanto assistia um evento na pista de corrida.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
39,Por que Parfit se opõe à igualdade?,Ele argumenta que uma sociedade desigual é inevitável.,"Ele afirma que, ao dar prioridade às necessidades dos pobres, podemos aumentar a igualdade.",Ele afirma que cada um de nós é responsável pela nossa pobreza.,Ele rejeita completamente a ideia de igualdade.,B,jurisprudence,"Law, Governance, and Ethics"
244,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu ofereci ao meu namorado para que tomássemos um banho juntos. Cenário 2 | Troquei as fraldas do meu filho sempre que estavam sujas.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
165,"Um fabricante de latas de alumínio começou negociações com um fornecedor de placas de alumínio para o fornecimento de suprimentos. Depois de longas discussões, as partes assinaram o seguinte acordo em 1.º de junho: “O fornecedor concorda em fornecer todas as necessidades de placas de alumínio do fabricante por um período de dois anos a partir de 1.º de agosto, ao custo de US$ 3,00 por unidade.” No dia 16 de junho, o fabricante informou o fornecedor que precisaria de uma entrega de 2.000 unidades até 1.º de agosto para atender às suas necessidades. O fornecedor informou ao fabricante que não poderia atender exigências tão elevadas, pois a capacidade de sua fábrica era de apenas 2.800 placas por mês. Além disso, o fornecedor destacou que, para atender ao pedido de 2.000 placas do fabricante, ele provavelmente perderia dois clientes antigos, cujos pedidos pendentes teriam de ser cancelados. Após uma semana de negociações em 23 de junho, o fornecedor concordou oralmente em entregar 2.000 unidades de placas de alumínio ao fabricante até 1.º de agosto. As partes então assinaram o seguinte contrato: ""O fornecedor concorda em fornecer todos os pedidos do fabricante de placas de alumínio por um período de dois anos a partir de 1.º de agosto, ao custo de US$ 3,50 por unidade. O fabricante concorda que fará um pedido mínimo de 800 unidades em cada mês do acordo. ""Em 25 de junho, o fornecedor informa seus dois clientes de antigos que cancelaria seus pedidos de agosto (de 800 unidades) devido a outros compromissos contratuais. Qual das seguintes alternativas é a afirmação mais exata em relação ao acordo escrito entre as partes em 23 de junho?",O acordo constituiu uma modificação válida do contrato de 1.º de junho.,"O acordo era inválido, uma vez que o fornecedor tinha a obrigação pré-existente de fornecer as telhas ao fabricante nos termos do contrato de 1.º de junho.",O acordo constituiu uma reforma executória do contrato de 1.º de junho.,"O acordo era inválido, uma vez que não havia nenhuma nova consideração.",A,professional_law,"Law, Governance, and Ethics"
24,"Um aluno terminou o ensino médio e se matriculou numa faculdade perto de onde morava. Entretanto, como ele não tinha carro, ele ia e voltava de ônibus todos os dias. Ele logo descobriu que ele chegava a levar duas horas por dia para fazer o trajeto de ida e volta de ônibus para a faculdade, sendo que, se tivesse carro, poderia fazê-lo na metade do tempo. Assim sendo, resolveu comprar um carro. Pediu para o pai ajudá-lo a procurar um carro para comprar e, após visitarem várias concessionárias, o filho finalmente encontrou um carro usado que o agradava. No entanto, ele só tinha US$ 2.500,00 na conta bancária e o carro custava US$ 10.000,00. Como ele não tinha histórico de crédito, a concessionária relutou em vender o carro para ele. O pai, então, disse ao gerente financeiro da concessionária: “Se vocês venderem o carro para o meu filho e, por algum motivo, ele deixar de pagar as prestações, eu pagarei o saldo devedor”. Assim, o gerente financeiro aprovou o negócio, que exigia que o filho pagasse US$ 2.500,00 de entrada e pagamentos mensais de US$ 500,00 por 15 meses. Seis meses depois, o filho não cumpriu o plano de pagamento, e a concessionária de veículos buscou ser indenizada pelo pai sem ter antes processado o filho. Quanto à obrigação do pai com base em sua promessa ao gerente financeiro, o tribunal provavelmente ","eximiria o pai de responsabilidade, porque a concessionária não processou o filho primeiro.","eximiria o pai de responsabilidade, porque o pai não tinha o dever de ser fiador.","não eximiria o pai de responsabilidade, devido à exceção da finalidade principal.","não eximiria o pai de responsabilidade, pois os pais são responsáveis pelas dívidas de seus filhos.",B,professional_law,"Law, Governance, and Ethics"
177,"De acordo com Sócrates, assim como há uma diferença entre o que uma afirmação irônica diz e seu significado verdadeiro, então as aparências também diferem da realidade. Mesmo assim, sociedades ou indivíduos parecem discordar sobre o que é exigido para a boa vida, que de forma alguma contradiz o fato de que:","o que é certo ou errado, verdadeiro ou falso varia de uma cultura para outra.",as aparências são a única forma real que temos para conhecer a realidade.,a distinção entre aparência e realidade é a base para a descoberta dialética da verdade.,há princípios objetivos para pensamentos e ações que são exigidos para a boa vida.,D,philosophy,"Law, Governance, and Ethics"
39,Hare afirma que as duas características essenciais da lógica dos juízos morais são:,consequencialismo e hedonismo.,universabilidade e prescriptibilidade.,contratualismo e seguimento de regras.,consistência e coerência.,B,philosophy,"Law, Governance, and Ethics"
304,"Kant diz que ao tentar decidir se uma ação é moralmente permissível, devemos pergunta se podemos consistentemente desejar que a máxima de nossa ação se torne _____.",uma regra para maximizar a felicidade,uma lei contingente,uma lei universal,uma regra geral,C,philosophy,"Law, Governance, and Ethics"
96,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Uma debatedora que eu gosto queria ser a vencedora, então, eu designei juízes que fossem simpáticos aos argumentos dela. Cenário 2 | Liguei o rádio mais alto para o meu vizinho se manter informado.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
185,"No que diz respeito a definir Deus, Moore alega que muitos filósofos do passado são culpados:",por pressupor a questão.,por raciocínio circular.,pela falácia naturalística.,pela falácia ad hominem.,C,philosophy,"Law, Governance, and Ethics"
738,"Nos últimos anos, houve muita publicidade sobre júris que aprovaram indenizações excessivamente altas de vários milhões de dólares em ações de indenização por danos pessoais. Consequentemente, o Congresso promulgou uma lei que limitou o valor da indenização nas ações por danos pessoais propostas em tribunais estaduais a US$ 400.000,00 e a indenização por danos punitivos a um máximo de US$ 750.000,00. Um homem foi ferido em um acidente automobilístico quando um carro dirigido por uma mulher passou por um sinal vermelho e bateu em seu veículo. Em decorrência do acidente, o homem ficou paralisado e ficou paraplégico. O homem moveu uma ação de indenização por danos pessoais contra a mulher na justiça estadual. O júri deu um veredicto a favor do homem e concedeu-lhe US$ 1.000.000,00 de indenização. Após o veredicto do júri, a mulher interpôs recurso contestando o valor da indenização, alegando que ele era excessivo e violava as diretrizes federais previstas na lei. O homem propôs ação questionando a constitucionalidade da lei. A lei deve ser julgada","inconstitucional, pois o Congresso não pode promulgar lei que envolva matéria local, como acidentes automobilísticos, a menos que envolva comércio interestadual.","inconstitucional, pois uma limitação nas concessões de indenização em ações de responsabilidade civil violaria a cláusula de igualdade de proteção da Décima Quarta Emenda, aplicável aos estados por força da Quinta Emenda.","constitucional, pois, de acordo com o Artigo III, o Congresso tem poder de plenário para regular a jurisdição e o escopo da revisão judicial dos tribunais federais e estaduais de primeira instância.","constitucional, pois, de acordo com a cláusula de supremacia, em caso de conflito entre lei federal e lei estadual, a lei federal prevalece e tem precedência sobre a lei estadual conflitante.",A,professional_law,"Law, Governance, and Ethics"
1344,"Em 1998, um fazendeiro em idade avançada se dá conta de que não tem mais condições de cuidar dos seus 1.000 alqueires e então decide vender parte da terra em lotes de 250 alqueires. O presidente de uma incorporadora tem interesse em comprar três dos quatro lotes. O presidente compra os três lotes do fazendeiro e começa a elaborar planos para a construção de unidades residenciais unifamiliares no terreno. A escritura original entre o fazendeiro e a incorporadora contém uma cláusula expressamente vinculada “a todos os outorgados subsequentes e a seus herdeiros e cessionários"" que prevê que as outras subdivisões feitas por essas pessoas serão restritas a lotes mínimos de dois alqueires, que deverão ser utilizados somente para unidades residenciais unifamiliares. A incorporadora imediatamente subdividiu dois dos lotes em lotes de três, quatro e cinco alqueires e deu início à construção de casas nos novos lotes. As restrições originais da escritura foram indicadas nas escrituras com garantia contra vícios de evicção e entregues aos compradores das casas no novo empreendimento, chamado de Fase 1. Dois anos mais tarde, o presidente vendeu o lote restante, que não havia sido incluído no plano de subdivisão da Fase 1, para uma empreiteira. Por sua vez, a empreiteira elaborou um plano de subdivisão para o último lote de 250 alqueires, dividindo-o em lotes de um alqueire. A empreiteira então deu início à construção de unidades residenciais unifamiliares no novo empreendimento, conhecido como Fase 2. Não se fez referência à restrição de lotes mínimos de dois alqueires nas escrituras dos compradores das novas casas na Fase 2. Nesse interim, o fazendeiro morre e o espólio é obrigado a vender o lote restante de 250 alqueires das terras agrícolas. O comprador é um investidor que propõe a construção de um shopping center de dois andares e um estacionamento na propriedade. A área ao redor da Fase 1 e da Fase 2 foi rezoneada para usos comerciais e industriais em 2010. O shopping center do investidor cresceu e tem 150 lojas. Agora, um dos proprietários de lotes da Fase 1 fez um contrato para vender sua propriedade a dois médicos que planejam abrir uma clínica médica no subúrbio. Em uma ação movida pelos proprietários de imóveis da Fase 1 para impedir esse uso comercial pelos médicos, o tribunal provavelmente decidirá que","as restrições ainda são aplicáveis, assim, impedindo o uso comercial. ","as restrições não seriam mais aplicáveis, pois a oferta de serviços pessoais (ou seja, médicos) seria um uso em conformidade.","as restrições não seriam mais aplicáveis, devido à mudança no caráter da vizinhança.","as restrições não seriam mais aplicáveis, pois a abertura de um consultório médico em uma residência particular não seria interpretada como um empreendimento comercial.",A,professional_law,"Law, Governance, and Ethics"
65,"Um homem proprietário de um armarinho fez um pedido por telefone junto a um fornecedor atacadista de roupas de cashmere e lã para “3 dúzias de meias de cashmere roxas, tamanho 10-13, pelo preço de revenda atual”. O representante do fornecedor aceitou o pedido verbalmente pelo preço acordado de US$ 250 por dúzia. De acordo com a prática comercial consuetudinária do fornecedor, o representante de vendas enviou por correio a seguinte carta de confirmação, assinada e datada por ele: “Conforme seu pedido realizado por telefone, esta carta visa a confirmar a compra de 36 dúzias de meias de cashmere, cor roxa, tamanho 10-30, pelo preço acordado de US$ 250 por dúzia. Total do preço da venda: US$ 9.000”. Esta carta foi recebida pelo homem, que olhou o documento de relance, mas não percebeu o trecho “36 dúzias” nem o preço total. O homem colocou a carta no arquivo e não respondeu. Três semanas depois, o fornecedor entregou 36 dúzias de meias de cashmere roxas, as quais foram rejeitadas pelo homem sob o argumento de que ele havia encomendado apenas três dúzias. O fornecedor revendeu as mesmas meias de cashmere roxas para outro comprador pelo preço total de US$ 9.000. Depois, processou o homem buscando a diferença de US$ 1.000. Se o homem invocar o requisito legal de forma escrita em sua defesa, ela será exitosa?","Sim, pois o requisito legal de forma escrita não foi cumprido pela entrega das mercadorias pelo fornecedor, que foi rejeitada pelo homem, e o fornecedor só se baseou no acordo verbal por meio da tentativa de entrega.","Sim, pois o preço acordado pelas três dúzias de meias ultrapassou US$ 500, e o memorando escrito do fornecedor descreveu incorretamente a quantidade de itens encomendados.","Não, pois o memorando escrito do fornecedor bastou para cumprir o requisito legal de forma escrita incumbido ao fornecedor, e o homem, tendo razão para conhecer o conteúdo do memorando, não notificou sua objeção em até 10 dias do recebimento.","Não, pois o memorando escrito do fornecedor serviu de aceitação, com propostas de itens adicionais que se tornaram parte do contrato depois que o homem deixou de contestar tais itens dentro de um prazo razoável.",C,professional_law,"Law, Governance, and Ethics"
212,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu removi a placa oferecendo uma recompensa para quem achasse o cachorro perdido porque eu queria essa recompensa. Cenário 2 | Eu joguei a bola para minha amiga e ela não pegou.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
61,"Na visão de Baxter, o primeiro passo, e também o principal para a solução de nossos problemas ambientais é um reconhecimento claro de que nosso objetivo não é ter ar puro ou água limpa, mas",um estado ideal de poluição.,um meio ambiente mais limpo possível no geral.,um estado máximo de poluição.,a preservação de todas as espécies vivas.,A,moral_disputes,"Law, Governance, and Ethics"
